uid,Gender,Income,Goal_health,Goal_incex,Goal_indliving,Goal_self,Goal_food,Goal_sports,Goal_memory,Goal_sickness,Goal_religion,Goal_travel,Goal_polit,Goal_culture,Goal_hobby,Goal_commun,Goal_economy,Goal_work,Goal_familiy,Goal_relation,Goal_others,Health,Functioning,QoL,Happiness,Mother_tongue,Pet,Exercise,Hobby,Grandchildren,Education
446,2,1,6,6,6,5,6,6,6,6,3,0,3,0,3,3,3,0,3,6,6, , , , , , , , , , 
447,2,1,6,5,5,4,2,4,6,5,2,4,3,4,5,3,2,6,4,4,4,4,4,4,1,1,1,0,1,0,3
448,1,2,6,5,6,3,3,5,5,4,0,4,4,4,4,2,4,2,3,5,3,4,5,5,5,1,0,1,1,1,1
450,1,2,5,5,6,5,2,4,5,1,0,5,5,5,4,2,5,4,3,4,3,4,4,4,4,1,0,1,0,0,3
452,1,1,6,5,6,3,4,4,6,4,0,3,4,3,4,1,4,0,6,6,6,4,4,4,4,2,1,1,1,1,1
453,1,1,6,5,6,3,4,6,5,3,3,3,3,3,5,4,5,5,5,6,6,5,5,4,4,1,1,1,1,0,3
454,2,1,6,6,6,3,5,6,6,6, ,5,3,4,4,3,5,0,5,6,6, , , , , , , , , , 
455,1,2,6,5,5,4,4,4,5,6,0,5,3,5,6,5,6,0,5,5,6,3,3,3,3,1,0,1,1,0,2
456,2,1,6,5,6,6,6,1,6,6,0,5,5,5,5,0,5,5,0,6,6,3,3,3,3,1,0,1,1,0,1
457, ,2,5,5,6,4,2,1,5,0,0,0,3,6,1,3,1,0,4,4,4,4,4,4,4,1,0,1,1,0,3
459,2,2,6,4,6,4,5,3,6,6,2,6,2,3,4,4,4,2,6,6,6,1,1,3,4,1,0,0,1,1,2
460,2,2,5,5,5,4,5,6,5,5,4,4,3,4,2,4,4,0,5,6,5,5,5,5,5,1,0,1,1,0,2
461, ,1,6,6,6,4,4,6,6,5,4,6,3,5,5,6,5,4,6,6,6,4,5,5,5,2,1,1,1,1,3
462,2,1,6,6,6,4,4,5,6,3,3,2,3,3,5,2,3,0,6,6,6,5,5,5,5,1,0,1,0,0, 
464,2,1,6,6,6,6,6,0,3,6,3,0,4,0,3,0,6,0,5,5,3, , , , , , , , , , 
465,1,1,6,3, ,2,3,1,3,6,1,3,1,2,1,2,3,1,4,3,5, , , , , , , , , , 
466,1,1,6,5,6,6,4,4,6,4,3,3,2,2,4,3,4,4,4,5,5,4,4,4,3,1,0,1,1,0,3
467,2, ,6,6,6,3,2,6,6,4,3,3,3,4,2,2,6,1,6,6,6,3,3,3,3,1,0,1,1,1,1
468,1,2,6,6,6,4,4,4,6,4,5,5,5,4,6,4,5,3,6,6,6,4,4,4,4,1,0,1,0,1,1
469,1,2,6,6,6,4,5,5,6,5,0,4,3,4,5,3,5,6,6,6,6,3,3,4,4,1,0,1,0,1,1
470,1,1,4,6,0,6,2,4,3,0,2,3,2,3,5,1,3,3,0,3,3,5,5,4,4, ,1,1,1,0,1
471,2,1,6,6,6,6,5,6,6,6,3,6,5,6,6,5,6,6,6,6,6,4,5,5,5,1,0,1,1,1,1
472,2,1,6,4,6,4,3,4,6,6,3,3,4,4,6,3,3,0,2,4,3,4,4,4,4,1,0,1,1,0,2
473,2,1,6,6,6,6,6,6,6,6,6,6,6,6,6,3,6,3,6,6,6,3,4,4,5,1,0,1,1,1,1
474,1,1,5,3,6,6,1,2,1,5,0,5,5,3,1,2,4,6,5,3,4,1,3,3,1,1,0,0,1,0,2
475,1,1,5,5,5,3,3,5,3,5, , , , , , , , , , , , , , , , , , , , , 
476,2,2,6,6,4,4,5,6,4,3,2,4,2,5,3,3,3,4,4,6,5,3,4,4,3,1,1,1,1,0,3
478,2,2,5,6,6,4,4,4,4,3,2,3,3,3,6,3,5,4,5,5,5,5,4,4,4,1,0,1,1,0,2
479,2,2,5,5,4,3,3,5,5,3,3,5,3,5,5,3,2,0,5,5,5,4,4,4,4,1,0,1,1,1,3
480,1,1,5,4,4,4,4,5,4,5,4,5,4,3,3,3,4,3,3,4,3,4,3,4,4,1,0,1,1,1,2
481,1,2,6,4,6,5,4,2,6,6,1,5,3,4,3, ,4,1,4,5,6,3,4,4,4,1,0,1,1,1,3
482,2,1,5,2,6,1,2,0,2,5,1,1,4,4,4,3,4,0,0,5,5,3,1,3,3,1,0,0,1,0,3
483,2,2,6,6,6,5,5,4,5,3,3,5,5,5,5,2,5,1,6,6,6,4,5,5,5,1,1,1,1,1,3
484,2,1,6,6,6,4,4,4,4,0,2,4,4,4,4,0,4,0,4,4,4,4,4,4,4,1,0,1,1,1,1
486,2,1,6,6,5,5,1,6,5,1,2,2,5,4,5,5,5,2,1,5,5,5,4,5,4,1,0,1,1,0,3
487,2,1,6,4,6,5,6,6,6,4,0,5,5,5,1,1,5,0,3,6,3, , , , , , , , , , 
488,2,1,5,4,5,4,4,4,5,5,2,3,2,2,3,3,3,1,5,6,5,3,3,4,4,2,0,0,1,0,1
490,2,1,6,6,6,3,6,5,5,5,3,6,4,5,5,5,4,1,1,6,5,1,3,4,4,1,0,1,1,0,1
491,1,1,6,4,6,4,6,4,4,6,0,5,2,4,6,2,5,0,4,4,6,3,4,4,3,1,0,0,1,0,3
492,1,1,5,5,6,3,3,3,5,5,4,5,4,0,0,0,5,2,5,2,5,3,3,4,4,1,0,1,0,1,1
494,2,1,6,5,6,5,3,5,6,6,3,4,2,4,3,6,4,0,6,6,5,4,5,4,4,2,0,1,1,1,2
495,2,2,5,5,5,5,5,5,5,5, ,2,3,5,5,4,5, ,6,6,6, , , , , , , , , , 
496,2,2,5,4,4,5,5,4,4,3,3,3,3,5,4,3,4,3,4,5,4,3,4,4,4,1,1,1,1,0,1
497,2,1,6,6,6,3,3,5,3,3,0,3,3,6,3,1,3,1,4,6,4,4,4,4,4,1,0,1,0,1,3
498,2,2,6,6,6,3,4,6,5,1,2,5,3,5,6,2,5,0,5,6,4,4,4,4,4,1,1,1,1,1,2
499,1, , , , , , , , , ,0,6,6,0,0,0,6,6,6, ,6, , , , , , , , , , 
500,1,1,6,6,6,0,3,5,6,6,0,0,6,6,5,0, ,0,0,6,0,3,3,5,5,1,0,0,0,0,3
501,2,2,4,5,4,0,3,5,0,4,0,4,0,5,1,0,0,0,0,3,0,3,3,5,5,1,0,1,1,0,3
503,2,2,4,4,5,4,4,4,4, ,0,4,5,6,0,2,2,2,6,5,5,4,4,4,4, ,0,1, ,1,3
505,2,2,4,3,3,4,5,4,3,3,3,5,3,3,3,2,4,2,6,5,5,4,4,3,3,1,0,1,1,0,2
507,1,2,6,5,6,5,1,5,6,1,3,4,4,6,6,6,5,3,5,6,5,4,5,5,5,1,0,1,1,1,3
509,2,2,5,4,5,3,4,5,3,4,2,4,3,3,4,2,3,3,3,3,3,4,4,4,4,1, ,1,0,1,2
510,2,1,6,6,6,6,6,6,6,6,5,5,5,6,6,6,6,5,6,6,6,5,5,5,4,1,0,1,1,1,2
511,1,1,6,5,4,4,4,4,4,4,4,4,1,3,4,2,4,2,4,5,4,3,4,4,4,2,1,1,1,0,1
512,1,2,5,5,6,3,3,3,6,5,5,4,6,2,3,3,4,3,6,6,6, , , , , , , , , , 
513,1,1,5,1,6,1,0,1,4,2,1,4,3,0,6,0,6,0,6,2,4,3,4,4,4,2,0,0,1,0,1
514,1,1,5,4,6,5,3,3,4,5,3,4,3,4,3,6,5,1,6,6,4,1,3,3,3,1,0,0,1,1,2
515, ,1,5,5,5,4,5,5,4,4,3,4,2,3,4,3,4,4,4,4,4,3,3,3,1,1,1,1,1,0,1
516,1,1,6,6,6,3,5,3,6,6,1,5,6,3,6,3,6,1,6,5,5,1, ,3,3,1,0,0,0,1,1
517,1,2,6,3,6,3,2,0,5,0,0,3,4,5,6,5,4,5,3,3,4,4,4,4,4,1,0,0,1,0,2
518,2,1,6,6,1,3,6,6,5,1,3,4,4,4,4,2,4,0,6,6,6,4,4,3,3,1,0,1,1,1,1
519,1,2,6,3,6,2,1,2,2,5,1,4,4,2,3,3,5,5,5,5,5,3,4,4,4,2,1,1,1,0,2
520,2,1,6,6,6,6,5,6,6,6,1,5,6,6,6,5,5,2,2,6,5,5,5,5,4,1,0,1,1,0,2
521,2,1,4,3,5,3,4,4,4,6,4,5,3,2,1,1,5,0,4,4,4,1,1,3,3,2,0,0,0,1,2
522,2,1,6,4,6,4,4,4,6,0,1,2,1,1,4,1,3,4,5, ,4,4,4,4,4,1,0,1,0,1,1
523,2,2,6,6,6,6,6,5,6,6,3,5,6,5,6,4,5,6,6,6, ,4,4,5,5,1,1,0,1,0,2
524,2,2,6,6,5,4,5,6,4,6,3,5,6,4,6,4,3,2,6,6,6,4,4,1,5,1,0,1,1,1,3
525,1,1,4,1,3,3,1,2,5,2,0,4,0,0,5,0,5,5,0,3,3, , , , , , , , , , 
526,1,1,5,5,5,2,4,5,4,3,0,1,3,2,4,0,5,0,1,2,2,4,4,1,1,1,0,1,1,0,2
527,1,1,6,5,6,4,3,6,5,2,1,5,3,4,3,3,4,3,3,4,4,5,4,4,4, ,0,1,0,0,3
528,2,1,6,6,6,6,6,6,6,5,2,6,5,5,5,4,5,5,6,6,5, , , , , , , , , , 
529,1, ,5,2,6,5,1,1,6,5,2,4,5,6,4,4,5,4,5,5,5,1,3,3,1,3,0,0,1,1,3
530,2,1,4,4,5,4,4,4,4,2,0,3,0,4,3,3,3,5,3,4,3,4,4,4,4,1,0,1,1,0,1
531,2,2,6,3,6,4,4,5,5,0,0,4,5,5,4,2,3,0,3,5,5,5,5,4,3,1,0,1,1,1,2
532,1,1,5,5,6,3,3,3,4,6,0,3,5,3,3,2,2,0,3,4,4,1,1,1,0,1,0,0,1,0,1
536,2,1,6,5,0,3,3,4, ,0,0,3,3,6,6,0,3,0,0,5,0, , , , , , , , , , 
537,1,2,6,3,6,4,4,2,4,6,2,1,5,2,5,2,6,0,6,4,2,3,3,3,4,1,0,1,0,1,1
538,2,2,6,5,6,4,5,4,5,5,3,5,3,4,6,3,4,5,6,6,5, , , , , , , , , , 
539,1,1,4,3,4,3,4,2,4,3,2,2,2,2,2,2,3,2,2,3,3, , , , , , , , , , 
540,2,1,6,5,5,3,5,5,5,5,5,4,2,5,4,2,3,3,6,6,4,3,3,3,3,1,0,1,0,0,1
541,1,2,6,3,3,6,1,6,3,1,6,2,6,3,6,6,1,6,3,6,5,5,5,5,5,1,0,1,1,0,3
542,1,1,6,6,6,5,6,6,6,2,1,4,4,5,4,3,5,1,6,6,6, , , , , , , , , , 
544,2,1,5,5,5,5,5,5,5,1,1,5,4,5,5,5,5,1,6,6,5,4,4,5,5,1,1,1,1,1,2
546,1,2,6,5,3,3,3,5,3,3,1,4,1,4,4,2,4,1,5,4,3,5,5,5,5,1,1,1,1,0,3
547,2,2,5,4,3,4,4,5,5,1,0,4,0,4,3,2,4,0,0,4,2,5,5,4,4,1,0,1,1,0,3
548,2,1,5,4,6,3,6,2,3,4,6,1,1,1,1,4,5,6,6,4,6, , , , , , , , , , 
549,2,2,6,6,6,6,6,6,6,5,2,5,5,5,5,5,4,2,6,5,5,4,4,4,4,2,0,1,1,1,3
550,1,2,6,6,6,6,4,6,6,5,1,6,5,4,6,5,5,1,5,5,5,5,5,4,4,1,0,1,1,1,1
551,1,2,6,4,6,2,4,3,4,3,2,5,2,4,4,3,5,2,3,3,3, , , , , , , , , , 
552,2,2,6,4,6,6,5,4,6,5,3,3,5,4,4,5,5,6,6,6,6,3,5,4,5,1,0,0,1,1,2
553,1,2,6,6,6,6,6,1,6,6,0,3,0,0,0,0,0,6,0,3,3,4,5,5,5,2,0,1,0,0,3
554,2,2,6,6,6,5,4,6,6,1,2,6,5,6,5,3,5,6,6,6,6,5,5,5,4,1,0,1,1,1,2
555,2,2,6,5,6,5,5,4,6,5,2,4,5,4,4,4,6,3,6,6,5,4,4,5,5,1,0,0,0,0,3
556,1,2,6,4,6,4,4,2,0,0,0,3,3,2,5,1,3,5,4,6,4,4,4,4,4,1,0,0,0,0,3
558,2,1,6,6,6,4,2,3,4,1,1,3,4,4,6,0,1,4,5,6,3,4,5,4,4,1,0,1,1,0,3
559,1,2,2,3,2,3,3,4,2,3,1,4,1,4,3,1,1,4,1,3,5,4,4,3,3,1,0,1,0,0,3
560,1,2,6,6,5,5,5,6,6,6,2,2,3,4,6,2,4,6,6,6,5,4,4,4,4,1,0,1,1,0,3
561,2,2,6,6,6,5,6,6,5,5,6,3,3,3,6,3,4,4,6,6,6,5,5,5,5, ,0,1,0,1,3
562,1,1,2,5,6,0,0,0,2,0,0,0,2,1,5,0,3,0,2,2,5,4,4,4,4,1,0,0,0,1,3
563,1,2,6,5,6,5,4,4,6,0,0,4,4,5,4,5,3,5,5,6,5,4,4,3,4,1,0,1,1,0,3
564,2,1,6,6,5,5,5,6,6,5,1,4,4,6,4,4,6,5,6,6,6,3,4,4,4,1,1,1,1,1,2
565,2,1,6,5,5,0,5,6,6,6,3,3,1,2,3,3,5,1,3,6,6,3,3,4,3,1,0,1,0,0,1
567,2,2,6,6,6,5,6,6,5,3,4,5,4,5,4,6,3,6,6,6,6,4,4,5,4,1,0,1,0,1,2
568,1,1,6,3,4,2,2,3,4,6,0,3,2,2,3,2,3,1,5,3,4, , , , , , , , , , 
569,2,2,6,5,6,4,4,3,6,1,4,4,4,5,4,1,4,6,6,6,6,4,4,4,4,1,0,0,0,0,3
570,1,2,3,6,5,5,3,3,3,5,0,6,6,5,5,1,1,4,4,5,4,3,3,4,4, ,1,1,1,0,3
571,1,1,5,4,3,4,3,4,4,5,1,2,3,3,2,2,3,1,3,3,3,3,4,3,4,1,0,1,1,0,2
572,1,2,6,6,6,6,5,4,6,1,5,3,5,4,4,6,4,0,6,6,5,5,4,5,5,2,1,1,1,1,3
573,2,1,6,6,6,3,3,6,6,5,6,3,2,3,3,5,2,2,5,6,6,4,4,4,4,1,0,1,1,1,3
574,2,2,6,6,6,6,6,6,4,1,1,6,1,6,6,0,6,3,2,6,2,5,5,5,5,1,1,1,1, ,3
575,2,2,5,5,6,4,4,5,5,3,0,2,1,3,4,3,4,4,6,4,3,5,5,5,5,1,0,1,1,1,3
576,2,2,5,4,6,5,4,4,4,4,0,5,3,3,1,1,6,5,4,4,4,4,5,4,5,1,0,1,0,0,2
577,2,1,6,6,6,4,4,6,3,0,0,3,4,5,5,6,5,4,4,5,4,5,5,5,4,2,0,1,1,0,3
578,2,1,6,6,6,6,6,6,6,0,3,6,1,6, ,5,4,0,4,6,5,5,5,5,5,1,0,1,1,1,2
580,2,2,6,6,6,6,6,6,6,6,3,6,4,4,6,5,6,4,6,6,6,5,5,5,5, ,0,1,1,1,2
581,1,2,5,5, ,4,4,5, , ,1,5,3, ,1,1,4,5, ,4, ,4,4,4,4, ,0,1,1, ,2
582,2, ,6,5,6,6,5,5,5,3,3,5,4,6,4,2,4,1,6,6,3,3,3,3,3,1,0,1,1,0,3
583,1,2,6,6,5,5,3,5,4,2,2,5,2,5,2,1,4, ,5,5,5,4,4,5,4,1,1,1,1,1,3
584,2,1,3,2,6,5,2,1,2,1,6,2,4,4,4,1,5,5,6,6,6,3,3,3,4, ,0,0,0,0,3
585,2,2,6,6,6,3,5,5,6,5,4,2,4,4,6,2,2,3,6,6,6,4,4,5,5,1,0,1,1,0,3
586,1,2,6,5,3,1,3,5,4, ,0,6,0,4,5,0,3,6,0,4,3,4,4,4,5,1,0,1,0,0,2
587,2,1,4,5,3,3, ,3,4,1,0, , , ,5,1,2, , ,4, , , , , , , , , , , 
588,2,1,6,6,6,5,5,6,5,3,5,4,4,4,5,6,3,3,6,6,6,4,4,3,3,1,0,1,0,0,2
589,2,2,4,4,4,2,4,2,4,2,1,2,2,1,4,1,2,4,5,4,5,5,5,5,5, ,0,1,1,0,3
590,2,1,6,6,6,4,4,6,6,1,3,3,3,3,1,2,5,5,6,6,4, , , , , , , , , , 
591,1,2,6,6,5,2,2,4,5,4,3,3,3,5,3,2,2,2,6,6,5, , , , , , , , , , 
592,2,2,5,4,4,4,3,6,4,0,1,5,5,3,5,2,4,4,4,5,5,5,5,4,4,1,0,1,1,0,3
594,1,2,6,5,6,3,5,5,3,2,0,5,2,2,5,1,5,6,4,6,5,5,5,4,4,1,0,1,0,0,3
595,2,1,4,4,6,4,4,4,0,0,1,6,5,6,4,1,5,6,1,3,3,4,4,4,3,1,0,1,1,0,3
598,2,2,6,6,6,6,6,6,6,3,2,3,4,4,6,5,4,3,5,6,5,4,4,4,4,1,1,1,1,1,2
599,2,1,6,5,3,2,4,4,4,4,4,3,2, ,2,3,5, ,5,6,5,3,4,4,4,1,0,1,0,0,3
601,2,2,5,4,5,5,4,5,4, ,3,6,3,6,6,3,3,4,4,6,5,5,5,5,5,1,0,1,1,0,2
603,2,1,6,5,6,6,5,6,6,0,5,4,5,5,5,5,1,1,4,6,5,5,5,4,4,1,0,1,1,0,2
604,1,2,4,4,3,4,3,4,4,6,2,3,3,3,5,3,3,5,6,3,6,5,4,1,3,1,0,1,1,1,3
605,2,1,5,2,0,1,4,0,5,5,5,4,0,6,1,1,0,1,6,5,3,4,4,4,3,3,0,0,0,1,1
606,1,1,6,5,6,5,4,5,5,6,0,5,4,4,6,3,5,4,5,6,4,3,3,4,3,1,0,0,1,1,1
607,2,1,5,5,1,1,1,2,1,0,0,1,4,2,6,1,3,6,1,5,1,4,4,5,5,1,0,0,1,0,3
608,2,1,6,6,6,6,6,6,6,6,3,6,4,5,6,4,6,3,4,6,4,4,4,4,4,1,0,1,1,0,1
609,1,2,6,6,6,5,6,4,6,1,6,3,5,5,5,6,5,0,6,4,5,4,4,5,5,1,1,1,1,1,3
610,1,2,6,6,6,4,5,5,6,4,3,5,5,6,5,4,5,6,6,6,5,5,5,5,5, ,0,1,1,0,3
611,2,1,4,1,6,2,0,2,6,6,2,4,4,5,6,6,6,6,6,6,6,1,1,3,3,1,0,0,1,1,1
614,1,1,4,4,2,2,2,1,4,0,0,2,1,1,1,1,2,3,3,3,3,4,3,4,4,1,0,0,0,1,2
617,1,1,3,3,0,4,3,2,3,2,4,5,2,6,4,2,6,6,1,3,3,4,4,1,1,1,0,1,1,0,2
618,1,1,6,4,6,5,3,4,5,6,3,5,5,4,3,2,5, , ,6,6,3,3,4,4,1,1,0,1,1,1
619,1,2,6,5,5,4,4,5,5,5,0,3,5,5,5,5,4,0,5,5,5,4,5,4,4,1,1,1,1,1,1
620,2,2,6,4,6,3,3,3,6,6,2,5,4,4,4,3,5,5,4,6,5,3,3,4,5, ,1,0,1,0,1
622,2,2,5,5,4,4,3,3,3,2,2,4,4, ,5,1,3,6,2,4,4, , , , , , , , , , 
623,2,2,6,6,6,6,6,6,6,5,2,6,4,3,4,3,6,5,6,6,6, , , , , , , , , , 
624,1,2,6,5,2,4,4,6,5,3,1,4,4,3,5,2,3,2,3,5,4,4,5,4,4,1,0,1,0,0,2
625,2,1,5,6,6,4,5,5,3,3,2,6,4,4,4,1,4,4,4,5,4,4,4,3,1, ,0,1,0,0,3
626,2,2,6,5,6,4,4,4,6,5,0,4,3,5,5,3,4,3,6,5,5,4,4,4,4,2,0,1,0,1,3
628,1,1,6,4,6,4,2,2,3,6,1,3,1,6,3,1,5,1,6,4,3,4,4,4,4,1,0,1,1,1,1
629,2,1,6,6,6,6,6,6,6,6,6,6,4,4,6,5,5,6,6,6,6,4,4,3,3,1,0,1,1,1,1
630,1,1,6,4,6,3,4,4,6,6,0,3,4,4,3,0,0,0,4,5,4,3,4,4,3,1,0,1,1,0,1
631,2,1,3,5,5,2,2,3,2,1,3,3,0,2,5,1,6,3,6,6,6, , , , , , , , , , 
633,2,2,6,5,6,5,5,5,5,5,0,5,3,2,6,3,5,6,6,6,5, , , , , , , , , , 
635,2,2,6,6,0,5,5,6,6,0,1,4,3,5,5,5,4,6,6,6,6, , , , , , , , , , 
637,2,1,6,5,6,5,5,5,6,6,3,3,3,4,4,4,6,6,6,6,6,4,4,4,5,1,0,1,0,0,1
638,2,1,4,4,4,3,4,3,4, ,0,4,0,4,4,0,1,5,3,3,3,3,4,4,4,1,0,1,0,0,3
639,2, ,4,5,6,2,2,4,0,0,3,5,1,4,3,6,0,5,5,6,5, , , , , , , , , , 
640,2,2,6,6,6,4,5,5,6,3,3,4,4,3,3,3,5,4,6,5,5,4,4,4,4,1,0,1,0,1,2
641,1,1,6,5,6,1,4,1,1,1,0,6,6,6,4,3,2,5,4,5,6,4,5,5,4,1,0,1,1,0,2
642,2, ,6,6,6,6,6,6,6,1,4,5,6,4,6,4,6,6,5,6,6,4,4,3,3, ,0,1,1,0,2
644,1,2,4,3,0,0,3,2,3,0,0,5,3,3,4,2,4,0,2,4,2,4,4,5,5,1,0,0,1,1,3
645,2,1,4,3,3,3,3,3,3,4,3,4,3,4,3,3,4,4,4,4,4,3,3,4,4,1,0,0,0,0,2
646,1,1,3,6,6,1,3,1,1,3,0,1,1,6,3,1,3,1,5,3,3,4,4,3,1,1,0,1,1,0,2
647,1,2,6,6,6,6,4,6,6,1,0,2,4,6,6,5,4,4,5,5,6,5,5,5,5,1,0,1,1,1,3
648,1,2,6,6,6,5,4,6,5,6,0,6,3,4,5,3,4,3,6,6,6,3,4,4,4,1,0,1,1,0,2
649,2,1,6,6,6,3,2,6,6,4,2,2,2,2,6,3,3,0,6,6,6,4,4,4,4,1,0,1,1,1,1
651,2,1,6,5,6,6,4,4,6,6,4,3,4,6,4,5,5,5,5,6,5,1,3,4,4,1,0,1,1,0,3
653,2,2,6,4,6,5,4,4,5,1,1,4,5,5,5,2,3,5,6,6,6,4,4,4,5,1,0,1,1,1,3
655,1,1,6,5,5,4,3,5,5,3,3,4,4,4,4,3,4,0,5,5,5,4,4,4,4,1,0,1,0,1,2
656,1,2,6,4,6,0,0,0,0,1,0,1,2,0,6,2,3,0,4,4,4,4,4,4,5,1,0,1,1,1,3
657,2,2,6,5,4,6,6,4,2,3,0,5,2,5,1,1,6,4,1,5,1,4,4,3,3, ,1,1,1,0,3
658,1,1,3,3,4,2,4,3,3,0,4,2,6,2,3,0,6,0,6,6,6,5,5,5,5,1,1, ,1,1,1
659,2,1,6,5,6,4,4,5,6,4,4,4,4,4,3,6,3,0,4,6,5,4,4,4,4,1,0,1,1,1,1
660,2,2,6,6,6,4,1,6,4,1,0,3,3,6,6,5,3,0,6,5,5,4,5,5,5,1,1,1,1,1,3
661,1,2,5,5,5,3,4,3,3,3,0,3,3,2,5,0,4,3,3,4,4,4,4,4,3,1,1,1,0,1,3
663,2,2,5,4,5,4,3,5,4,1,2,4,3,4,4,5,5,5,4,4,4,4,4,4,3,1,0,1,1,0,3
664,1,2,6,5,6,4,4,6,4,2,1,6,0,2,3,0,3,4,0, ,4,5,5,5,5,1,0,1,1,0,3
665,2,1,5,5,4,3,3,5,5,1,4,4,4,5,6,3,4, ,1,5,3,4,4,4,4,1,0,1,1,1,1
666,1,2,5,4,5,5,3,2,5,1,2,5,5,5,3,3,4,4,3,4,4,5,5,5,5,1,0,1,1,1,1
667,2,1,6,5,6,6,3,6,6,6,3,3,3,5,5,4,6,3,4,4,4,3,3,4,3,1,0,1,1,0,3
669,1,1,6,6,5,5,5,5,6,5,2,4,4,5,6,4,4, ,6,5,5,4,4,4,4,1,0,1,1,1,1
670,2,1,6,6,6,2,0,6,4,3,0,3,0,1,6,1,4,0,4,4,4,5,5,4,4,1,0,1,1,1,2
671,2,1,6,6,6,6,6,6,6,6,3,4,3,5,5,3,4,2,6,6,6,3,4,3,4,1,0,1,1,1,2
672,2,2,6,5,6,4,4,4,3,5,0,1,2,4,6,4,3,1,6,6,6,4,4,4,4,1,0,1,1,0,3
673,1,1,2,3,1, ,6,5, ,2,3,4,0,0,0,0,0,0,3,1,3, , , , , , , , , , 
674,2,2,6,6,6,4,4,5,6,3,3,4,3,5,5,3,3,1,6,6,5,4,4,4,4,1,0,1,1,1,3
675,2,1,6,5,5,4,5,3,5,5, , , , , , , , ,5,5,5,3,4,3,3,1,0,1,1,1,3
676,1,2,4,3,6,4,4,2,4,5,1,2,5,4,2,4,3,5,5,4,5, , , , , , , , , , 
677,1, ,6,4,6,4,5,2,4,3,0,3,1,2,1,1,4,5,4,5,6,4,4,5,4, ,1,1,1,1,3
678,2,1,6,6,6,5,4,6,4,4,3,1,5,5,6,1,6,6,0,6,0,4,4,4,3, ,0,1,0,0,2
679,1,2,4,5,6,3,4,5,4,4,5,5,4,5,5,2,4,3,5,5,4,4,4,4,4,1,0,1,1,1,3
680,2,1,6,6,6,5,6,6,6,5,3,5,2,4,5,2,3,0,6,6,5,5,5,5,5,1,0,1,1,1,2
681,1,2,6,5,6,2,4,5,5,5,4,5,2,2,5,2,4,4,6,6,5,3,4,4,4,1,0,1,1,1,3
682,1,2,5,5,6,4,5,4,5,5,1,4,4,3,4,2,4,2,5,5,5,4,4,4,4,1,0,1,0,1,3
683,2,2,6,6,6,3,3,6,6,5,1,4,2,4,4,3,3,3,4,4,4,4,4,4,4, ,0,1,0,0,1
684,2,1,6,6,6,4,4,6,6,6,4,5,4,6,4,4,6,6,5,6,5,5,5, ,5,1,0,1,0,1,1
685,2,1,6,5,6,3,5,6,6,6,3,3,4,3,4,2,5,5,2,5,4,4,4,4,3,1,0,1,0,0,2
686,2,2,6,6,5,4,5,5,6,1,0,1,2,2,5,0,3,0,6,6,6,4,4,4,4,1,0,1,1,1,2
687,2,2,6,3,6,6,5,5,6,4,3,4,5,6,4,2,4,6,6,5,5,4,4,4,4,1,0,0,1,1,3
688,2,1,5,5,6,6,5,4,6,5,3,5,5,5,3,5,4,2,5,5,5,3,4,3,3,1,0,1,1,0,1
689,1,2,6,5,6,2,4,5,5,2,1,5,5,3,5,5,4,2,6,5,3,5,5,4,4,1,0,1,1,1,3
690,1,2,5,2,5,2,3,4,3,3,0,4,2,5,1,1,5,5,0,5,3,4,5,5,4,1,0,1,0,0,1
691,1,2,5,2,6,3,2,5,2,4,3,5,5,3,5,1,5,3,5,6,6,4,4,4,4,1,0,1,0,1,2
692,2,2,6,5,5,5,5,6,6,6,0,3,5,4,4,2,4,2,6,6,6,3,3,3,1,1,0,1,1,1,1
695,2,1,6,6,6,6,5,6,6,6,2,2,5,4,4,3,3,2,4,4,4,5,5,4,4,1,0,1,1,0,3
696,2,1,5,3,6,3,5,3,4,4,4,4,2,5,6,4,6,5,5,6, ,3,4,5,5,1,0,1,1,1,1
697,2,1,5,2,5,2,5,2,6,2,1,6,4,3, ,1,5, ,2,5,2, , , , , , , , , , 
698,1,1,6,5,6,3,5,5,3,6,0,6,3,2,4,1,5,1,2,5,4,1,3,3,4,1,0,1,1,0,1
699,1,2,6,6,6,5,4,5,5,2,6,3,2,4,6,3,5,0,5,6,4,5,5,5,5,1,0,1,0,0,3
700,2,1,6,6,6,4,6,6,6,6,4,4,5,4,4,4,6,0,4,6,5,4,4,4,3,1,0,1,1,1,1
701,2,1,5,5,5,4,2,4,4,1,0,5,5,5,5,2,5,6,0,6,5, , , , , , , , , , 
702,1,2,5,5,5,3,3,4,4,4,0,3,2,2,3,1,3,4,4,4,4,4,4,4,4,1,1,1,1,0,3
703,1,1,6,5,6,6,6,5,6,6,0,6,4,6,6,3,4,4,6,6,6,4,4,4,4,3,0,0,1,0,3
704,1,2,6,4,6,4,4,4,5,5,1,3, ,3,3,1,3,5,4,3,4,3,1,3,3,1,1,1,0,0,2
705,2,2,6,6,6,1,5,5,6,3,6,3,4,3,4,3,2,0,6,4,5, , , , , , , , , , 
707,2,2,5,4,5,3,2,3,5,5,1,1,2,3,2,0,4,2,0,5,4,3,3,4,4, ,0,0,0,0,1
708,1,1,6,6,5,3,4,5,2,2,1,1,2,2,3,5,5,1,6,4,4,4,4,3,4, ,0,1,0,1,2
