uid,Gender,Income,Goal_health,Goal_incex,Goal_indliving,Goal_self,Goal_food,Goal_sports,Goal_memory,Goal_sickness,Goal_religion,Goal_travel,Goal_polit,Goal_culture,Goal_hobby,Goal_commun,Goal_economy,Goal_work,Goal_familiy,Goal_relation,Goal_others,Health,Functioning,QoL,Happiness,Mother_tongue,Pet,Exercise,Hobby,Grandchildren,Education
1021,2,2,5,4,5,3,3,4,5,4,2,4,4,4,3,2,3,3,6,4,4,3,4,4,4,1,0,1,1,1,1
1022,1,2,6,6, ,3,6,4,5,5,2,6,6,5,4,3,4,5,2,5,5,4,4,4,4,1,0,1,1,1,3
1023,1,2,6,6,5,5,6,6,5,3,2,6,5,5,5,5,6,0,5,6,3,4,4,4,4,2,0,1,1,1,3
1024,1,2,6,2,6,4,3,5,2,1,3,4,1,3,3,2,4,4,5,5,6,4,4,4,4,1,0,1,1,1,3
1027,2, ,5,5,6, ,5,4,5, ,5,4,3,4,6,2,4,6,6,5,6,3,3,3, ,1,0,1,0,0,1
1030,2,2,5,4,6,5,4,5,2,3,3,5,2,5,5,2,3,5,3,6,6,4,4,4,4,1,0,1,1,0,3
1031, ,1,6,6,6,3,3,6,5,5,6,4,3,3,3,4,4,5,1,4,4, , , , , , , , , , 
1033,2,1,4,4,3,3,3,2,3,1,6,0,3,1,4,6,3,0,1,5,3,5,5,4,4,1,1,1,0,1,3
1034,2,1,6,6,6,5,6,5,5,5,3,3,2,4,2,2,2,6,6,6,5,3,4,4,4,1,1,0,1,1,3
1035,2,1,5,6,6,6,4,5,5,6,6,3,5,5,4,6,5,1,1,6,4,3,1,4,5,1,0,1,1,0,2
1036,2,2,5,6,0,0,5,6,5,0,0,3,0,5,4,0,5,6,6,5,0,5,5,5,5, ,0,1,0,0,3
1037,2,1,4,3,6,4,4,2,2,2,6,2,3,3,4,6,4,6,2,6,5,4,4,4,4,1,0,0,0,0,3
1038,1,2,6,5,6,4,3,2,4,3,2,4,3,5,4,2,3,4,6,6,6,4,4,4,4,1,0,0,1,1,2
1039,2,2,6,6,6,6,5,4,6,5,1,5,6,4,3,4,4,5,4,4,4,4,4,5,5,1,1,1,0,0,3
1040,1,2,6,6,6,4,5,6,5,3,4,4,3,4,5,4,4,3,5,5,5,4,5,4,4,1,0,1,1,0,2
1041,1,2,6,6,6,5,4,6,6,3,2,5,5,4,4,4,5,3,6,6,5,4,4,4,4,1,0,1,1,1,3
1044,1,1,5,4,4,6,3,2,5,3,3,4,5,4,4,3,2,4,0,5,5,4,4,4,4,1,0,1,1,0,3
1046,1,1,3,4,4,3,3,2,2,3,2,4,2,3,3,2,4,4,3,3,2,4,4,4,4,1,1,1,0,0,3
1056,1,1,6,6,6,6,0,4,6,6,0,0,4,0,6,0,4,0,5,6,4, , , , , , , , , , 
1059,2, ,6,6,6,4,5,6,5,1,3,4,5,2,4,2,6,5,6,5,5,4,4,4,4,2,1,1,1,1,2
1060,1,2,6,6,6,4,4,6,6,2,1,4,3,4,3,3,4,2,4,4,5,4,4,5,4,2,0,1,0,1,3
1061,1,2,6,5,6,4,4,6,3,1,0,5,1,4,5,6,1,0,5,4,5,4,5,4,5,1,0,1,1,0,3
1062,1,1,5, ,6,3,4,6,5,4,1,2,2,3,5,4,5,1,4,5,4,4,4,4,4, ,0,1,0,1,1
1063,1,2,5,2,6,1,4,5,1,5,0,5,5,6,2,2,6,0,5,6,3,3,3,4,4,1,0,1,0,0,2
1064,1,1,6,0,6,3,5,0,1,0,0,0,2,0,5,0,5,0,0,0,3,4,4,4,4,1,0,0,1,0,1
1065,1,1,4,4,5,4,2,4,3,2,0,5,4,5,3,2,5,3,6,5,4,4,5,4,3,1,0,0,1,1,3
1067,1,2,4,4,5,4,4,4,4,3,0,4,5,4,3,2,4,4,4,4,4,3,3,3,3,1,0,1,0,0,3
1069,2,1,6,6,6,5,5,6,6,3,1,4,6,6,6,3,3,0,6,6,6,4,5,4,5,1,0,1,1,1,3
1071,1,2,4,4,6,4,4,4,6,4,0,6,6,4,4,2,4,1,4,4,4, , , , , , , , , , 
1074,1,2,6,4,6,5,4,4,4,4,3,6,5,6,6,4,4,6,6,6,6,3,4,5,5,1,0,1,1,1,1
1075,1,2,6,6,6,6,5,6,6,5,3,3,5,3,3, ,5,0,6,5,6,4,4,4,4,1,0,1,0,1,2
1076,1, ,5,5,6,4,5,5,5,5,1,1,2,1,5,1,5,3,5,5,5, , , , , , , , , , 
1077,1,1,4,4,6,4,4,3,4,6,1,2,1,3,3,5,4,2,6,4,5,3,3,4,5,1,0,0,1,1,1
1078,2,1,6,5,6,5,4,4,6,2,1,3,3,6,2,1,1,4,6,6,6,4,4,5,5,1,0,1,1,1,1
1080,2,2,6,6,5,5,6,5,4,3,2,6,1,6,5,5,2,3,4,6,4,4,4,4,4,1,1,1,1,0,2
1081,2,1,5,3,5,3,4,4,5,5,0,4,5,6,3,5,4,6,5,6,5, , , , , , , , , , 
1082,2,2,5,4,6,2,3,6,2,2,2,5,1,4,3,1,3,1,6,5,4,4,4,5,5,1,0,1,0,1,3
1083,2,1,6,6,6,4,5,6,5,6,4,6,4,4,5,3,6,0,6,5,5,3,3,3,3,1,0,1,0,1,2
1084,1,1,5,4,4,6,4,3,6,5,0,5,4,5,4,1,5,5,1,5,3,4,4,3,3, ,0,1,1,0,3
1085,2,1,6,5,6,6,6,4,6,2,0,6,3,5,3,1,6,0,4,6,3,3,4,4,5,1,0,0,0,0,1
1088,1,1,6,6,6,5,3,5,5,4,0,6,1,2,5,2,3,2,4,6,5,3,3,3,4,1,1,1,1,1,1
1089,1, ,3,4,4,3,4,3,2,4,1,2,1,2,2,1,2,6,5,6,3, , , , , , , , , , 
1090,2,1,5,4,6,5,4,4,5,4,2,4,4,3,4,1,4,5,4,6,5,4,4,4,4,1,0,1,0,1,1
1091,1,1,5,4,5,5,5,5,5,5,3,5,3,5,5,3,5,5,6,5,5,3,4,4,4,1,0,1,1,1,2
1092,2,1,5,5,5,4,5,5,3,3,1,4,4,4,3,4,4,1,1,5,2,3,4,4,4,1,0,1,1,0,3
1093,1,2,6,6,6,4,6,6,4,6,0,6,3,6,6,0,6,1,6,6,6,1,1,4,5,1,0,1,1,1,1
1094,1,2,0,0,6,0,0,0,0,0,0,0,1,0,0,0,1, ,6,3,0,4,4,5,4,1,1,1,0,1,2
1095,1,2,5,5,6,4,2,6,2,1,6,5,2,5,5,6,2,0,1,6,4,5,4,5,4,1,0,1,1,1,3
1096,2,1,5,5,6,3,5,1,6,0,0,0,5,4,6,1,5,5,6,4,2,4,4,4,4,1,1,1,1,0,1
1097,1,1,6,6,6,2,5,6,6,0,0,0,4,4,2,1,4,4,2,6,6,4,4,4,5,1,1,1,0,0,1
1099,1,1,4,1,6,4,3,6,4,4,3,1,1,3,3,2,3,4,0,3,3, , , , , , , , , , 
1100,2,1,6,2,6,5,6,1,6,6,1,3,5,6,0,3,6,6,6,6,6,3,4,3,3,3,0,0,1,0,3
1104,1,2,5,4,5,2,3,1,3,3,1,5,4,4,3,1,4,0,3,4,3,4,4,4,4,1,0,0,0,0,1
1105,1,1, ,4,5,2,3,4,3,4,0,2,1,1,2,1,3,1,4,4,4,3,3,3,3,1,0,0,0,1,1
1106,2,2,6,5,5,3,5,5,5,6,3,5,4,4,5,2,2,2,3,3,3,4,4,4,4, ,1,1,0,0,1
1107,2,1,5,3,3,3,0,1,1,5, , , , , , , , ,1,4,3,3,3,3,3,1,0,1,1,0,2
1108,2, ,6,6,6,6,6,6,3,6,0,5,5,6,6,4,5,6,6,6,6, , , , , , , , , , 
1109,1,2,6,5,6,3,3,5,5,5,0,3,3,2,4,1,4,5,6,5,5,4,4,4,4, ,0,0,0,1,1
1110,1,1,5,2,4,4,4,2,1,1,5,3,4,5,4,3,3,3,5,5,5,4,4,3,3,1,0,1,1,1,1
1111,1,2,6,5,6,5,5,6,6,5,2,5,5,4,6,3,5,5,4,6,5, , , , , , , , , , 
1112,1,1,6,5,2,3,5,4,3,3,1,2,4,1,3,0,3,3,4,3,4,4,4,4,4,1,0,0,1,1,1
1114,1,2,5,4,4,3,3,3,4,3,2,4,2,4,3,3,3,2,4,4,4,4,4,4,4,1,0,1,1,1,1
1115,2,1,6,5,6,4,5,5,4,6,4,5,4,4,5,3,4,5,4,4,5,4,4,4,4,1,0,1,0,0,3
1116,1,2, ,6,6,4,5,6,4,2,2,3,6,6,2,1,3,6,2,3,2,4,3,4,4,1,0,1,1,0,3
1117,2,2,5,5,6,6,5,6,5,5,3,5,5,6,5,5,5,6,6,6,5, , , , , , , , , , 
1118,1,1,4,5,5,5,3,5,5,4,4,5,5,5,5,6,3,3,6,6,6,4,4,4,4,1,0,1,1,1,1
1122,2,2,6,6,6,6,6,6,6,6,1,4,4,4,3,4,4,4,4,5,3,4,5,4,4,2,1,1,1,0,3
1123,1,1,6,6,6,4,4,5,4,1,2,5,5,4,2,2,4,5,3,6,5,4,4,4,4,1, ,1,1,0,2
1125,1,2,6,6,6,4,5,5,5,5,1,4,5,3,5,5,4,4,5,5,5,4,5,5,4,1,0,1,1,0,2
1126,2,1,5,5,6,2,4,5,5,3,0,4,4,4,4,4,1,0,3,5,4,4,4,4,4,1,0,1,1,0,3
1127,1,2,4,6,1,5,1,4,1,0,2,4,1,5,4,2,3,5,6,5,6,5,5,5,5,1,0,1,1,1,3
1128,2,1,4,4,4,4,4,3,4,3,2,5,4,5,4,3,4,2,5,6,5,4,4,5,5,1,0,0,0,1,2
1129,2,2,5,4,5,4,4,6,4,3,3,5,4,5,4,1,4,0,3,4,3, , , , , , , , , , 
1131,1,1,6,4,6,3,5,6,6,4,0,4,5,5,6,0,6,0,1,4,4, , , , , , , , , , 
1133,2, ,6,6,6,3,5,6,4,4,0,3,4,5,4,0,4,6,0,4,4,4,5,4,4,1,0,1,1,0,2
1134,1,2,5,4,6,2,4,3,5,5,0,4,4,0,3,1,3,0,5,5,5, , , , , , , , , , 
1135,2,2,6,6,6,6,6,6,6,6,3,4,4,6,6,5,4,2,4,6,5,4,4,4,4,1,0,1,1,1,3
1137,2,1,6,6,6,6,6,6,6,6,5,4,4,5,4,2,5, ,4,6,6,4,4,4,4, ,0,1,1,1,2
1138,2,1,6,6,6,5,5,6,6,6,6,6,6,6,6,6,6,1,6,6,5,4,3,3,3,1,0,1,1,0,1
1140,1,1,6,3,6,0,3,1,5,6,0,4,6,3,0,0,3,0,3,0,0,1,1, ,1, ,0,1,0,1,2
1141,2,1,5,5,6,5,6,4,6,6,6,4,1,3,5,5,6,1,5,5,5,1,1,3,3,1,0,1,0,1,1
1142,1,1,6,5,6,6,1,4,6,6,0,2,2,6,3,2,6, ,6,6,5,3,3,5,5,1,0,1,0,1,1
1143,1,2, , , , ,3, ,2, , , , ,2, , , ,3, ,3,4, , , , , , , , , , 
1144,1,1,6,5,5,6,5,4,6,4,2,4,4,5,4,4,4,3,3,5,4,5,5,4,4,1,0,1,1,0,3
1145,2,2,6,5,6,3,3,4,4,4,4,5,3,4,3,4,3,5,6,5,5, , , , , , , , , , 
1149,1,2,6,4,6,6,4,4,6,5,0,0,6,1,6,5,6,6,6,6,6,5,5,5,5,1,0,1,0,0,1
1150,2,1,6,6,5,4,5,6,5,6,4,5,4,6,6,2,5,6,6,6,5,4,4,5,5,1,0,1,1,0,1
1151,1,1,5,5,6,4,4,5,5,5,0,2,3,5,4,5,3,2,3,5,4,4,4,4,4,1,0,1,1,0,3
1152,2,1,4,5,5,4,2,4,4,5,1,2,4,5,6,4,4,1,2,4,3, , , , , , , , , , 
1153,2,2,6,2,6,2,4,2,6,6,3,3,6,4,5,2,5,0,6,4,5,3,3,4,4,1,0,1,1,1,3
1155,2,1,4,4,6,3,5,4,5,1,0,2,4,2,4,1,5, ,2,4,2,4,4,4,4,1,0,1,1,0,2
1157,1,1,6,6,6,6,5,6,6,1,1,4,4,5,6,3,3,4,6,6,6,4,5,4,4,1,1,1,0,1,1
1158,2,1,5,6,5,4,6,5,6,5,5,6,3,4,5,5,5,3,4,5,6,4,4,5,5,1,0,1,1,0,1
1159,2,2,6,5,6,5,5,5,6,6,0,2,2,4,4,1,4,1,5,6,5,3, ,4,5,1,1,1,1,0,3
1160,1,2,6,6,6,5,5,6,5,5,2,5,5,3,4,3,4,5,5,5,4,4,4,4,4,1,0,1,0,0,2
1161,1,2,5,3,0,5,2,2,5,0,0,3,4,5,1,0,2,0,2,6,1,4,4,4,4,2,1,1,1,0,3
1162,2,2,6,4,5,3,4,4,4,4,3,3,2,3,3,4,4,2,6,5,5,4,4,4,4,1,0,1,0,1,2
1163,2,2,5,5,5,2,4,5,4,3,2,5,5,5,3,6,4,1,4,5,4,3,3,4,4,1,0,1,1,1,3
1165,2,2,6,6,6,4,5,6,6,3,1,3,3,5,5,4,3,0,6,6,6,4,4,4,4,1,0,1,1,1,2
1166, ,2,5,2,5,2,3,2,2,3,2,3,3,4, ,4,1,2,6,4,2,4,4,4,3,1,0,0,1,1,3
1167,2,1,6,6,6,5,6,6,4, ,3,4,2,4,6,2,5,0,6,6,6, , , , , , , , , , 
1168,1,2,6,5,5,5,5,6,6,4,3, ,2,3,3,0,5,4,4,4,4,4,4,3,4,1,0,1,0,0,3
1169,2, ,5,5,3,1,2,4,5, ,0,2,2,3,2,4,4,0,6,4,4,4,4,5,5,2,0,1,1,0,3
1170,2,1,6,5,6,5,4,5,5,3,2,4,3,5,4,2,3,4,0,5,3,4,4,4,4,1,0,1,1,0,3
1171,1,1,6,5,6,5,5,5,6,6,3,4,4,5,5,6,5,2,5,6,5, , , , , , , , , , 
1172,1,1,3,4,4,4,2,4,3,5,0,2,3,2,2,0,4,3,3,2,1,3,4,1,3,1,0,1,0,0,3
1173,2,1,5,6,6,5,4,4,6,4,3,5,4,5,4,3,5,6,5,5,6, , , , , , , , , , 
1174,1,2,6,6,6,3,3,3,6,6,0,4,3,4,6,4,4,0,3,5,5,4,4,4,4,1,0,1,0,1,2
1175,2,1,6,6,6,0,4,3,5,0,4,2,6,2,3,0,6,0,5,4,6,4,4,4,4,1,1,1,1,1,1
1176,2,1,4,4,4,3,3,3,4,4,2,2,3,2,4,2,3,2,3,4,3, , , , , , , , , , 
1177,2,1,5,4,6,4,4,3,5,5,0,6,2,2,0,1,2,0,4,6,6,4,4,5,4,2,0,1,1,1,1
1180,1,2,6,4,5,4,5,2,4,5,0,5,5,5,6,5,3,0,5,5,5, , , , , , , , , , 
1181,2,2,5,5,6,4,4,6,3,4,4,2,2,4,5,3,4,5,6,6,4, , , , , , , , , , 
1182,1,2,6,3,6,3,4,5,5,3,0,5,5,1,3,1,5,3,3,5,5,3,1,3,5,1,0,1,0,1,2
1183,2,2,6,5,6,3,5,3,6,0, ,6,3,4,4,4,3,4,6,6,5, , , , , , , , , , 
1184,1,1,5,6,5,5,3,1,5,4,1,0,4,5,5,1,4,6,1,5,4,4,4,4,4,1,1,0,1,0,3
1186,2,1,6,6,6,4,6,5,6,4,2,4,4,3,2,2,4,1,5,5,5,4,4,3,3,1,0,1,1,1,2
1187,2,1,6,6,5,4,5,6,6,5,1,6,4,4,5,3,5,0,5,6,5,4,4,4,4,1,0,1,1,0,1
1188,1,1,6,5,6,4,4,5,6,5,3,4,4,4,3,3,5, ,6,5,5,3,3,4,4, ,0,1,0,1,1
1189,2,1,4,3,5,2,4,3,5,5,1,5,5,5,5,2,3,3,3,5,5,4,4,4,4,1,0,0,0,1,3
1190,1,2,2,3,5,1,1,3,1,2,0,2,1,4,3,1,1,2,3,2,3,4,5,3,3,1,1,1,0,0,1
1192,1,2,6,5,5,2,2,6,3,3,1,6,3,4,6,1,5,2,6,6,4,4,4,4,4,1,0,1,1,1,2
1193,1,2,6,6,6,5,3,4,6,4,6,4,5,3,6,1,5,6,3,6,3, , , , , , , , , , 
1194,2,2,6,6,6,6,6,5,6,6,6,5,3,5,4,4,3,5, ,4,6, , , , , , , , , , 
1195,2,1,5,5,5,6,3,3,3,1, ,3, ,5,3,4,3,4, ,4,3, , , , , , , , , , 
1196,2,1,6,2,6,2,5,2,3,6,1,1,0,4,3,1,6,0,6,6,5, , , , , , , , , , 
1198,2,1,6,4,5,4,4,4,4,3,3,3,4,3,2,1,4,1,6,5,5,4,4,4,4,1,0,1,0,1,1
1200,2,1,4,4,4,2,4,5,4,5,2,1,1,4,4,2,3,0,4,4,4, , , , , , , , , , 
1201,1,1,2,3,5,3,1,1,5,1,1,2,6,1,3,3,4,2,3,4,3, , , , , , , , , , 
1202,2,2,5,6,0,1,2,5,1,0,2,3,4,3,4,2,3,6,0,1,2,4,4,4,4,1,0,1,1,0,2
1203,2,1,3,4,4,4,6,3,4,6,5,1,3,1,2,2,4,5,6,6,6,4,4,4,4,1,0,1,0,1,2
1204,1,2,5,5,5,5,4,4,5,5,0,4,4,3,4,3,5,5,5,4,3,3,3,4,3,1,0,1,1,1,1
1205,2,2,6,6,6,4,6,4,6,2,0,6,5,4,6,3,6,6,6,6,6, , , , , , , , , , 
1207,2,1, , , , , , ,3, ,5,4, ,4,4,4,4,5,4,5,5,3,3,3,3,3,0,1,0, ,1
1209,2,1,5,5,5,5,3,4,4,0,0,4,2,3,1,5,3,1,5,5,4,4,4,3,3,1,0,1,1,1,3
1211,1,1,6,6,6,6,3,6,6,3,0,5,3,5, ,3,3,6,5,6,5,4,4,4,4,1,0,1,1,1,3
1212,1,2,6,6,6,4,6,5,1,3,6,4,4,5,6,6,5,6,6,4,4,4,5,5,5,1,1,1,1,0,3
1213,2,1,4,5,5,3,4,3,4,2,3,3,4,4,5,2,4,5,3,4,3,3,4,3,4,1,0,0,0,0,3
1215,2,2,4,4,3,3,3,2,2,1,6,4,2,1,1,1,1,3,4,5,2,4,4,4,3,1,0,0,0,1,2
1216,1,2,6,6,6,4,1,5,6,1,0,3,5,5,5,2,4,5,5,5,5,5,5,5,5,1,0,1,1,1,3
1217,2,1,6,5,6,4,4,4,6,6,1,6,4,3,6,2,6,1,4,6,6,4,4,4,4,1,0,1,0,0,1
1218,1,2,5,5,5,4,4,5,3,4,2,3,2,2,4,2,4,5,5,5,5,3,4,4,5,1,0,1,0,1,2
1219,2,1,6,4,4,6,6,5,6,6,3,5,6,6,4,4,2,5,5,5,4,4,4,4,4,1,0,1,1,1,3
1221,1,1,6,1,6,6,4,4,3,5,1,5,5,5,6,5,6,4,3,6,6,0,0,0,1,1,0,0,0,0,1
1222,2,1,6,6,6,6,6,6,6,6,4,3,4,4,6,5,5,6,6,6, ,4,4,4,5, ,0, ,0,1,3
1223,2,1,6,6,6,5,6,6,6,6,6,5,6,6,5,6,6,5,6,6,6,4,4,5,5,1,0,1,1,1,1
1225,1,2,2,2,6,2,3,2,2,4,6,2,5,3,4,1,6,2,6, ,6, , , , , , , , , , 
1226,1,1,6,4,6,4,4,4,6,5,2,6,4,4,6,4,4, ,6,6,6, , , , , , , , , , 
1227,1,2,4,5,6,3,2,4,5,3,2,4,2,3,5,3,4,5,2,5,5,4,4,4,4,1,0,1,1,0,2
1229, ,1,5,6,6,4,5,6,4,6,1,3,4,3,3,1, ,6,2,5,5, , , , , , , , , , 
1231,1,1,6,4,3,3,4,5,4,3,2,4,3,3,3,5,4,3,3,4,4,4,4,3,4,1,0,1,1,0,1
1232,1,1,5,6,6,2,1,6,4,6,1,1,2,1,5,1,2,0,5,6,5, , , , , , , , , , 
1233,1,1,6,6,6,2,4,5,5,6,1,2,3,1,5,1,2,0,5,5,5,3,3,3,4,1,0,1, ,1,1
1234,2,1,4,5,6,2,3,4,6,2,2,5,5,6,5,3,4,2,6, ,5,5,5,5,5,1,0,1,1,1,3
1235,2,1,6,6,6,5,6,6,5, ,5,4,4,5,5,4,5,6,6,6,6,5,5,5,5,1,0,1,1,1,3
1237,1,1,6,5,6,3,4,5,4,6,3,6,4,3,5,3,4,5,4,3,5,3,3,3,3,1,0,1,0,0,1
1238,2,2,6,5,6,4,4,3,5,4,3,4,3,3,5,2,4,4,6,4,6, , , , , , , , , , 
1239,1,1,6,5,6,5,3,5,5,5,2,3,3,4,5,3,4,3,5,5,5,3,3,3,4,1,0,0,1,0,2
1240,2,1,6,4,6,3,5,6,3,6,4,3,3,4,5,3,3,3,5,5,4,3,3,3,4,1,0,1,1,0,3
1242,2,1,6,6,6,6,6,6,6,6,3,4,5,6,6,6,6,6,6,6,6,4,4,4,4,1,0,1,1,1,2
1244,2,1,4,2,5,1,3,3,2,4,0,1,1,2,3,4,4,1,2,3,3,1,1,3,3,1,0,1,0,0,1
1245,2,1,6,6,6,5,5,6,6,6,6,4,1,6,4,5,6,1,6,6,6,4,5,5,5,1,0,1,1,0,1
1246,1,2,6,5,6,5,6,5,6,6,0,6,4,5,5,3,6,0,6,6,6,4,4,4,4,1,0,1,1,1,1
1248,2,1,5,5,6,5,3,5,6,5,3,1,4,4,4,6,5,4,6,6,4,3,3,4,4,1,0,0,1,1,1
1249,1,1,6,4,4,4,4,3,5,6, , , , , , , , ,6,6,6,1,3,1,3,1,0, ,1,1,1
1250,2,2,6,6,6,6,6,6,6, ,2,4,4,4,4,3,4,3,5,5,5,5,5,5,3,1,0,1,1,1,2
1251,2,2,5,5,5,3,4,4,4,3,3,5,4,4,3,4,1,0,6,4,4,4,4,5,5,1,0,1,1,1,3
1252,2,1,5,4,6,5,4,5,4,3,2,2,5,3,6,2,3,0,1,4,4,3,4,3,3,1,0,1,1,1,1
1253,2,1,5,3,6,3,3,5,6,4,0,2,5,0,2,2,4,0,5,5,5,3,3,3,3, ,0,0,0,1,1
1254,2,1,6,6,6,6,3,6,3,6,0,5,3,2,5,2,3,3,1,3,4,1,1,3,3, ,0,1,0,0,3
1255,2,1,5,6,6,5,4,4,5,3,2,4,4,3,4,3,5, ,6,5,5,3,3,4,4,2,0,1,1,1,1
1256,2,1,6,6,6,6,6,6,6,6,0,0,5,3,6,6,3,0,6,6,6,4,4,4,3,1,1,1,1,1,1
1258,1,2,5,4,6,2,2,2,6,3,0,5,3,4,6,2,5,3,2,4,3,3, ,4,5,1, ,0,0,0,2
1260,2,1,5,5,5,3,3,5,5,3,0,6,4,5,5,4,5,0,4,5,3,3,3,3,3,1,0,1,1,0,3
1263,2,2,6,6,6,3,3,6,6,4,1,6,5,6,6,3,5,1,6,6,6,5,5,5,5,1,0,1,1,1,3
1265,1,1,6,5,5,3,5,3,4,5,4,4,4,4,4,4,4,3,5,5,5,4,4,4,4,1,0,1,1,1,1
1266,1,2,4,3,4,4,5,3,3,4,3,6,3,3,4,3,3,4,4,5,5,4,4,4,4,1,0,1,0,0,1
1267,2,2,6,6,6,3,3,4,3,3,0,3,4,5,4,2,3,0,0, , ,5,5,5,4,1,0,1,1,0,3
1268,1,2,5,4,5,4,5,3,5,2,0,5,3,4,5,5,3,3,5,4,3,5,5,4,4,1,0,1,1,1,3
1269,2,2,6,6,6,3,6,6,3,2,0,3,3,2,6,2,3,5,1,6,6,5,5,5,5,1,0,1,0,0,3
1270,2,1,6,6,6,6,5,5,6,5,5,6,0,6,5,5,5,0,5,5,5,4,4,4,4,1,0,1,1,1,2
1271,2,1,6,4,6,5,5,4,3,3,2,6,4,5,4,3,5,5,2,4,4,4,4,4,3,1,0,0,0,0,3
1272,2,1,6,6,6,6,5,6,6,6,6,4,4,4,6,6,4,4,6,6,6,4,5,4,4,1,0,1,1,0,2
1273,2,1,6,6,6,3,4,4,5,5,0,3,1,1,5,0,5,3,2,5,5,3,3,3,3,1,0,1,1,0,2
1274,2, ,6,6,6, ,5,6, , ,5,5,5, ,6,6,6, ,6,6,6,4,4,4,4,2,0,1,1,1,1
1275,1,1,6,6,6,5,5,6,6,6,3,6,5,3,6,5,6,3,6,6,6, , , , , , , , , , 
1276,2,1, , ,6,6, , , ,6, , , , , , , , , , , , , , , , , , , , , 
1279,2,1,6,5,6,4,4,3,2,5,1,5,5,6,5,2,5,2,6,5,5,3,3,4,4,1,0,1,1,0,3
1280,2,2,6,4,5,4,5,4,5,2,4,5,5,5,5,3,4,2,5,4,5,4,5,4,4,1,0,0,1,1,3
1281,1,2,6,5,6, ,3,1,4,0,0,3,4,5,2,2,3,0,3,3,3,5,5,4,4,2,0,1,1,1,3
1282,2,1,6,6,6,5,5,5,6,4,2,5,3,4,4,5,4,0,6,6,5,4,4,4,5,2,0,1,0,1,1
1283,2,1,5,3,6,4,5,3,2,5,2,2,0,2,6,0,1,6,6,6,6,3,3,3,4,1,0,1,0,1,1
1284,2,1,6,5, ,5,5, , , , ,6, ,4,5,5, , ,5,5,5,4,4,4,4,1,0,1,1,1,1
1285,1,2,5,6,6,4,1,3,5,3,1,3,1,4,4,3,1,2,6,6,6,4,4,4,4,1,0,1,0,1,2
1286,1,2,5,5,6,0,5,5,3,1,0,6,3,0,0,0,5,0,4,5,2,5,5,4,4, ,1,1,0,1,2
1287,1,1,6,6,5,3,6,6,6,4,1,5,5,3,3,5,6,1,5,5,4, , , , , , , , , , 
1288,1,2,6,5,5,3,4,3,4,3,1,4,3,4,5,0,4,0,0,4,3,4,4,4,4,1,0,1,0,0,3
1289,2,1,6,6,6,3,6,6,6,6,6,3,4,3,3,4,4,3,3,5,5, , , , , , , , , , 
1290,1,2,5,6,5,4,5,2,5,4,1,4,3,6,4,4,4,2,5,6,5, , , , , , , , , , 
1292,1,1,6,6,6,6,5,6,6,1,0,4,5,6,6,2,5,0,1,5,3,5,5,4,4,1,0,1,1,0,3
1295,2,1,5,3,5,3,2,1,5,1,6,1,0,2,5,4,1,0,4,4,3,3,3,4,5,1,0,0,1,1,3
1299,2,1,5,5,6,6,6,6,0,0,6,3,6,0,4,6,6,6,4,6,6,5,5,5,0,1,0,1,1,0,3
1300,2,1,6,5,4,1,5,5,4,6,3,3,3,3,5,6,5,5,6,6,4,3,3,3,3,1,0,1,1,0,3
1301,2,1,6,6,6,4,5,4,6,4,3,6,3,5,6,3,6,5,6,6,5,4,4,4,5,1,1,1,1,0,2
1302,2,1,5,5,5,5,4,5,5,5,4,5,4,4,4,4,4,1,4,6,4,4,4,4,5,1,0,1,1,0,2
1303,2,1,6,6,6,6,6,6,6,3,5,6,3,6,6,3,6,6,6,6,6,4,4,5,4,1,1,1,1, ,2
1304,1,2,5,1,6,6,3,2,5,6,1,5,3,3,2,2,3,6,6,6,6,3,4,4,4, ,0,0,1,1,1
1305,2,1,6, ,5,5,5,5,6,5,1,4,5,6,5,4,5, ,5,6,5,4,4,4,4,1,0,1,1,1,3
1306,2,2,6,6,6,5,3,4,5,1,1,5,4,5,5,1,5,5,3,5,5,4,4,3,3,1,0,1,0,0,3
1307,1,2,5,4,5,5,4,4,5,4,4,1,3,3,4,5,4,4,5,5,4,4,4,4,4,1,0,1,1,1,3
1308,2, ,5,6,3,3,3,5,4,4,4,5,3,5,1,3,3,3,3,5,4,3,0,3,4, ,0,1,0,0,1
1309,1,2,6,6,6,6,4,6,6,6,6,5,6,5,6,3,5,3,6,6,6,4,4,4,4, ,0,1,0,1,3
1311,1,2,6,4,2,4,5,3,2,2,0,1,2,4,3,3,2,1,2,4,6,4,4,3,3,2,1,0,1,1,3
1312,2,1,6,6,6,4,4,5,4,6,3,4,3,4,5,3,4, ,5,5,4,4,4,4,3,2,0,1, ,1,1
1313,2,1,5,2,4,3,4,2,4,4,3,3,3,3,3,2,4,2,3,5,4,1,3,3,1,3,0,0,0,0,2
1314,2,2,4,4,6,4,3,2,4,2,0,4,3,4,5,1,3,5,0,5,5,4,4,4,4,1,1,1,0,0,3
1315,1,2,5,6,4,2,4,6,5,4,3,3,5,3,5,4,3,0,5,5,5,3,4,4,4,1,0,1,1,0,3
1317,2,1,6,5,6,4,5,4,5,5,2,6,3,4,5,2,5,6,6,6, , , , , , , , , , , 
